N,P,K,temperature,humidity,ph,rainfall,label
0,18,14,29.77149434,92.00719952,7.207991261,114.4161786,orange
39,24,14,30.55472573,90.90343769,7.189259647,106.0711985,orange
13,23,6,23.96147583,90.26408017,7.365338111,102.6958703,orange
21,17,15,23.98289638,91.5473145,7.455991072,118.4901697,orange
33,12,8,25.26052689,90.31153735,6.822282114,117.3695296,orange
6,9,12,31.08368929,90.14362642,7.028746406,109.6894658,orange
19,7,10,14.78003032,91.22062116,6.118430299,100.1961762,orange
24,18,6,26.56608303,94.45239715,6.285312759,116.3796525,orange
9,11,8,24.85903405,94.39000473,6.559236744,111.7803734,orange
31,8,7,34.51465139,93.63812684,7.163245982,103.5684926,orange
22,17,5,24.12188673,90.72351622,6.945562889,102.835632,orange
13,5,8,23.85340379,90.10522549,7.474710503,103.923226,orange
16,8,9,24.60297538,91.28408653,7.601189843,111.2948115,orange
4,13,6,15.63211033,94.25966183,7.561143224,101.4705704,orange
0,25,14,19.33516809,91.97978938,6.361671475,116.450422,orange
8,7,10,28.2620488,91.98317355,6.929216014,105.2132259,orange
4,23,5,22.67594476,93.36348717,7.477935216,110.3332655,orange
33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,orange
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,cowpeas
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,cowpeas
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,cowpeas
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,cowpeas
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,cowpeas
10,37,22,28.7275267,89.12760359,7.069747814,58.52974279,cowpeas
4,44,19,27.95639663,83.52706038,6.921993878,43.25726752,cowpeas
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,cowpeas
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,cowpeas
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,cowpeas
91,94,46,29.36792366,76.24900101,6.149934034,92.82840911,banana
105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,banana
108,92,53,27.40053601,82.96221306,6.276800323,104.9378,banana
86,76,54,29.3159075,80.11585705,5.926824754,90.10978128,banana
80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,banana
93,94,53,25.86632408,84.42379269,6.079178788,114.5357503,banana
90,92,55,27.00932084,80.18546798,6.13465588,97.32531705,banana
108,89,53,29.55054817,78.06762846,5.808497604,99.34482238,banana
108,88,55,26.28845991,83.390039,5.891458107,113.8729798,banana
105,77,52,29.16226551,76.16151562,5.816622479,100.0075679,banana
118,88,52,28.65003945,82.68752542,5.843163161,98.75084366,banana
101,87,54,29.07311132,76.50045221,6.376756633,100.1692639,banana
95,75,50,28.08166093,75.26429821,5.623615687,118.2761894,banana
106,85,53,27.1994597,78.8086068,5.91505509,99.72430835,banana
86,95,49,28.05484146,78.04602887,6.458714879,108.3957179,banana
83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,banana
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,banana
109,79,45,27.66752761,79.68542782,6.490074429,108.66464,banana
100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,banana
117,86,48,28.6956201,82.54195839,6.225225239,116.1616839,banana
114,94,53,26.33544853,76.8532006,6.190757459,118.6858263,banana
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,banana
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,banana
80,71,47,27.50527651,80.79783998,6.156373499,105.0776992,banana
